               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.027273,            0.017904,           0.0023048,             0.76223,             0.60834,             0.69776,             0.43582,             0.03551,            0.021139,            0.005995,             0.00208,             0.00208,             0.00208
                 162,            0.027405,            0.017951,             0.00229,             0.76343,             0.60876,             0.69857,             0.43606,            0.035509,            0.021154,           0.0059922,           0.0020305,           0.0020305,           0.0020305
                 163,            0.027273,            0.017893,           0.0022818,             0.76323,              0.6089,             0.69906,             0.43644,            0.035493,            0.021152,            0.005992,            0.001981,            0.001981,            0.001981
                 164,            0.027163,            0.017862,           0.0023116,             0.76189,             0.61087,             0.69968,             0.43703,            0.035472,            0.021145,           0.0059919,           0.0019315,           0.0019315,           0.0019315
                 165,            0.027056,            0.017735,           0.0022896,             0.76117,             0.61135,             0.69977,              0.4375,            0.035457,            0.021156,           0.0059895,            0.001882,            0.001882,            0.001882
                 166,            0.027189,            0.017789,           0.0023386,             0.76016,             0.61318,             0.70061,             0.43782,            0.035446,            0.021162,           0.0059866,           0.0018325,           0.0018325,           0.0018325
                 167,            0.026933,            0.017619,           0.0021892,              0.7587,             0.61475,              0.7012,             0.43826,            0.035436,            0.021175,           0.0059944,            0.001783,            0.001783,            0.001783
                 168,            0.026676,            0.017502,           0.0023124,             0.75756,             0.61643,             0.70147,              0.4384,            0.035427,            0.021179,           0.0060003,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026858,            0.017667,           0.0022006,             0.75996,             0.61581,             0.70234,             0.43868,            0.035419,            0.021186,           0.0060038,            0.001684,            0.001684,            0.001684
                 170,            0.026845,            0.017486,            0.002206,             0.75736,             0.61657,             0.70273,             0.43888,            0.035416,            0.021195,           0.0060141,           0.0016345,           0.0016345,           0.0016345
                 171,            0.026905,            0.017699,           0.0021413,             0.75668,              0.6162,             0.70277,             0.43932,            0.035407,            0.021204,             0.00602,            0.001585,            0.001585,            0.001585
                 172,            0.026709,            0.017648,           0.0022396,             0.75688,             0.61637,             0.70315,             0.43966,            0.035395,            0.021204,           0.0060287,           0.0015355,           0.0015355,           0.0015355
                 173,            0.026368,            0.017324,            0.002101,             0.75328,             0.61751,             0.70326,             0.43983,             0.03539,            0.021207,           0.0060349,            0.001486,            0.001486,            0.001486
                 174,            0.026514,            0.017407,           0.0022328,             0.75406,              0.6171,             0.70273,             0.43944,            0.035388,            0.021218,           0.0060457,           0.0014365,           0.0014365,           0.0014365
                 175,            0.026402,            0.017587,            0.002176,             0.75625,             0.61727,             0.70252,             0.43971,            0.035384,            0.021216,           0.0060493,            0.001387,            0.001387,            0.001387
                 176,            0.026389,            0.017356,           0.0021271,             0.75833,             0.61671,             0.70302,             0.43996,            0.035377,            0.021212,           0.0060531,           0.0013375,           0.0013375,           0.0013375
                 177,             0.02613,            0.017299,           0.0020596,              0.7626,             0.61506,             0.70361,             0.44016,             0.03537,            0.021222,           0.0060581,            0.001288,            0.001288,            0.001288
                 178,            0.026077,            0.017361,           0.0019768,             0.76327,             0.61583,             0.70435,             0.44039,            0.035366,            0.021218,             0.00606,           0.0012385,           0.0012385,           0.0012385
                 179,            0.026347,            0.017294,           0.0021208,              0.7647,             0.61567,             0.70445,             0.44066,            0.035357,            0.021214,           0.0060657,            0.001189,            0.001189,            0.001189
                 180,            0.026149,            0.017309,           0.0021717,             0.76454,             0.61671,             0.70492,             0.44109,            0.035342,            0.021192,           0.0060617,           0.0011395,           0.0011395,           0.0011395
                 181,            0.026072,            0.017412,           0.0020578,             0.76739,             0.61561,             0.70524,             0.44143,             0.03533,            0.021203,           0.0060676,             0.00109,             0.00109,             0.00109
                 182,            0.026005,            0.017165,           0.0021259,             0.77225,             0.61344,             0.70526,             0.44154,            0.035321,            0.021208,           0.0060684,           0.0010405,           0.0010405,           0.0010405
                 183,            0.025896,            0.017112,           0.0020511,             0.76736,             0.61652,             0.70528,             0.44158,             0.03532,            0.021235,           0.0060641,            0.000991,            0.000991,            0.000991
                 184,            0.025866,            0.017292,           0.0020379,             0.76911,             0.61623,             0.70529,             0.44182,            0.035315,            0.021249,           0.0060641,           0.0009415,           0.0009415,           0.0009415
                 185,            0.025889,            0.017161,           0.0020294,             0.77123,             0.61549,             0.70564,             0.44221,            0.035306,            0.021249,           0.0060625,            0.000892,            0.000892,            0.000892
                 186,            0.025777,            0.017078,           0.0019345,               0.771,             0.61566,              0.7055,             0.44209,              0.0353,            0.021254,           0.0060673,           0.0008425,           0.0008425,           0.0008425
                 187,            0.025707,            0.017108,           0.0019523,             0.77325,             0.61614,             0.70599,             0.44248,            0.035294,            0.021257,            0.006069,            0.000793,            0.000793,            0.000793
                 188,            0.025598,             0.01687,           0.0019648,             0.76828,             0.61717,             0.70613,             0.44268,            0.035294,            0.021266,           0.0060712,           0.0007435,           0.0007435,           0.0007435
                 189,            0.025535,            0.017031,           0.0018683,             0.76902,               0.618,             0.70626,             0.44282,            0.035296,            0.021277,           0.0060809,            0.000694,            0.000694,            0.000694
                 190,            0.025268,             0.01685,           0.0018622,             0.76945,             0.61775,             0.70632,             0.44286,              0.0353,            0.021277,            0.006089,           0.0006445,           0.0006445,           0.0006445
                 191,            0.025288,            0.016804,           0.0018947,             0.76905,             0.61757,             0.70624,             0.44328,            0.035303,            0.021287,           0.0060992,            0.000595,            0.000595,            0.000595
                 192,            0.025185,            0.016805,           0.0019317,             0.77011,             0.61807,             0.70641,             0.44363,            0.035297,            0.021302,           0.0061089,           0.0005455,           0.0005455,           0.0005455
                 193,            0.025065,            0.016831,           0.0019545,             0.76974,             0.61952,             0.70654,             0.44417,            0.035297,            0.021312,           0.0061192,            0.000496,            0.000496,            0.000496
                 194,            0.025126,            0.016798,           0.0018633,              0.7709,             0.61956,             0.70681,             0.44411,            0.035298,            0.021338,           0.0061331,           0.0004465,           0.0004465,           0.0004465
                 195,            0.024984,            0.016881,           0.0018166,             0.77128,             0.61969,             0.70723,             0.44463,            0.035293,             0.02134,           0.0061435,            0.000397,            0.000397,            0.000397
                 196,            0.025117,            0.016836,           0.0018274,             0.77015,             0.62103,             0.70736,             0.44473,             0.03529,            0.021351,           0.0061548,           0.0003475,           0.0003475,           0.0003475
                 197,            0.025023,            0.016752,           0.0018258,             0.77025,             0.62163,             0.70704,             0.44477,            0.035285,            0.021363,            0.006165,            0.000298,            0.000298,            0.000298
                 198,            0.024965,            0.016849,           0.0018874,             0.76902,             0.62044,             0.70625,             0.44472,            0.035288,             0.02138,           0.0061766,           0.0002485,           0.0002485,           0.0002485
                 199,            0.024983,            0.016804,           0.0017831,             0.76857,             0.62075,             0.70692,              0.4448,            0.035289,            0.021385,           0.0061859,            0.000199,            0.000199,            0.000199
